establishment_name,address,district,inspection_date,establishment_grade
SUBWAY (28676),7213 N TEUTONIA AV,1,8/7/2020,B
SUBWAY (710),710 N PLANKINTON AV,4,12/3/2019,t
SUBWAY BRADY STREET,1426 E BRADY ST,3,4/23/2018,A
SUBWAY NORTH,2244 N MARTIN L KING JR DR,6,3/2/2018,B
SUBWAY SANDWICH SHOP,725 S LAYTON BL,8,2/3/2020,A
SUGAR PIES #161,1709 S 44TH ST,0,6/19/2018,MA
SUNDEEP LIQUOR,8082 N 76TH ST,9,5/15/2019,A
SUNLITE MINI MART,5331 W CENTER ST,10,1/25/2019,P
SUNNY DAY FOODS,2500 N DOUSMAN ST,3,6/27/2018,A
SUNRISE MOBIL,3870 S HOWELL AV,14,2/6/2020,A
SUPER 8 MILWAUKEE AIRPORT,5253 S HOWELL AV,13,11/13/2019,A
SUPER KING TACO #0838,565A   W LINCOLN AV,14,11/7/2018,MA
SUPER NO. 1 CHINESE RESTAURANT,2016 W LAYTON AV,13,4/22/2019,A
SUPER TAQUERIA DON PANCHO,1336 S 7TH ST,12,12/10/2019,A
SUPERIOR FOOD & LIQUOR,1535 W NORTH AV,15,8/12/2019,A
SUPERMARKET LA VERACRUZANA,2539 W GRANT ST,8,8/21/2019,A
SUPREME EATS ID #0158,531 E KEEFE AV,6,8/20/2018,MT
SUSHI GO!,2110 E OKLAHOMA AV,14,6/7/2018,B
SUSHI GO!,2110 E OKLAHOMA AV,14,7/10/2018,A
SVEN'S EUROPEAN CAFE,2699 S KINNICKINNIC AV,14,5/30/2018,A
SWEET CRUSH,2201 S 7TH ST,,8/13/2019,A
SWEET CRUSH (ID #0799),2245 N 42ND ST,15,9/10/2018,MA
SWEET DINER,239 E CHICAGO ST,4,7/29/2019,A
SWEET TOOTH,809 S BARCLAY ST,12,7/25/2018,A
SWIG,217 N RIVERWALK WA,4,7/26/2018,A
SWIGS PUB & GRILL,3143 S CLEMENT AV,14,6/21/2019,A
SWINGIN DOOR EXCHANGE,219 E MICHIGAN ST,4,10/23/2019,A
T & J CELL & TOBACCO,1215 W VLIET ST,4,3/12/2019,Temporarily Closed
TACO ALEGRE (ID #0850),112 E DAKOTA ST,14,9/26/2018,MA
TACO BELL #031984,230 W LAYTON AV,13,7/31/2020,A
TACO BELL #23265,5441 N LOVERS LANE RD,5,3/2/2020,A
TACO BELL #30420,8030 W BROWN DEER RD,9,3/20/2019,A
TACO BELL #31027,260 W HOLT AV,14,5/28/2019,A
TACO BELL #31485,3191 S 76TH ST,11,9/3/2019,A
TACO BELL #31487,5630 W NORTH AV,10,8/31/2020,A
TACO BELL #31490,2210 W WISCONSIN AV,4,10/15/2019,A
TACO BELL #31497,4117 N 76TH ST,5,10/22/2019,A
TACO BELL #31501,5751 W FOND DU LAC AV,2,6/29/2020,A
TACO BELL #31994,3334 S 27TH ST,13,9/10/2019,A
TACO BELL (29224),6268 S 27TH ST,0,4/24/2019,A
TACO BELL (UNION BLDG. FOOD COURT) RESTAURANT OPERATIONS- UNIVERSITY OF WISCONSIN MILWAUKEE,2200 E KENWOOD BL,3,11/25/2019,A
TACO MOTO # 0864,818 S WATER ST,,9/10/2019,MA
TACOS EL AMIGO (ID #0137),635 W GREENFIELD AV,12,8/13/2019,MA
TACOS EL AMIGO (ID #0137),635 W GREENFIELD AV,12,8/13/2019,MT
TACOS EL CHARRITO (ID #0573),717 S 2ND ST,12,6/20/2018,MA
TACOS EL CHARRITO (ID #0807),717 S 2ND ST,12,9/4/2020,MA
TACOS EL CHARRITO (ID# 0573),1338 W SCOTT ST,12,8/22/2019,MA
TACOS EL CHARRITO (ID# 0795),1338 W SCOTT ST,12,8/5/2019,MA
TACOS EL CHARRITO (ID#0807),1338 W SCOTT ST,12,7/29/2019,MA
TACOS EL CHARRITO (ID#0813),1338 W SCOTT ST,12,8/5/2019,MA
TACOS EL COCHILCOCO,1117 E LINCOLN AV,14,12/3/2018,Temporarily Closed
TACOS EL COCHILOCO #0147,1117 W LINCOLN AV,12,12/3/2018,MT
TACOS LA PAJARA,1039 W NATIONAL AV,12,8/26/2019,Temporarily Closed
TACOS LA PAJARA ID #0904,1039 W NATIONAL AV,12,8/26/2019,Temporarily Closed
TACOS SAN JOSE CC (ID #0677),1712 W PIERCE ST,12,8/21/2018,MB
TAJ GROCERY,5595 N LOVERS LANE RD,5,3/10/2020,A
TAMALES MARGARITA ID #0566,5130 W HAMPTON AV,1,9/8/2019,MA
TANGLED-NOODLES & MORE,1404 W WELLS ST,4,10/24/2019,A
TANINO'S,3525 S 76TH ST,11,11/21/2019,A
TAQUEIRA BUENVISTA ID#0200,7630 W MILL ROAD,,9/23/2019,MA
TAQUERIA ARANDA'S,551 W BECHER ST,14,2/28/2019,A
TAQUERIA ARANDAS,1531 W LINCOLN AV,12,2/28/2018,A
TAQUERIA ARANDAS,2912 S 13TH ST,14,6/26/2019,A
TAQUERIA ARANDAS #0913,2912 S 13TH ST,14,7/31/2019,MA
TAQUERIA ARANDAS #486,2912 N 13TH ST,6,12/17/2018,MA
TAQUERIA ARANDAS (ID #485),717 S 2ND ST,12,9/19/2019,MA
TAQUERIA ARANDAS (ID# 485),2912 S 13TH ST,14,9/19/2019,MP
TAQUERIA ARANDAS (ID# 486),2912 S 13TH ST,14,7/16/2018,MA
TAQUERIA ARANDAS (ID# 547),1531 W LINCOLN AV,12,7/12/2019,MT
TAQUERIA ARANDAS ID #547,717 S 2ND ST,12,8/6/2018,MA
TAQUERIA D ELICIA ID #0537,1039 W NATIONAL AV,12,8/15/2019,MT
TAQUERIA D ELICIA ID #0537,1039 W NATIONAL AV,12,7/24/2019,MT
TAQUERIA EL CABRITO,1100 S 11TH ST,,6/16/2020,A
TAQUERIA EL CABRITO ID #0539,1100 S 11TH ST,12,7/9/2019,MA
TAQUERIA EL JALAPENO,2106 W NATIONAL AV,8,11/20/2019,A
TAQUERIA EL PASO #222,2075 S 13TH ST,,7/6/2020,MA
TAQUERIA EL TORO,1800 S 13TH ST,12,11/26/2019,A
TAQUERIA EL TORO #0220,1800 S 13TH ST,12,12/10/2019,MA
TAQUERIA EL TORO (ID#0220),1800 S 13TH ST,12,9/13/2018,MT
TAQUERIA JUANITO'S MEXICAN FOOD,2000 S 8TH ST,12,9/13/2018,MT
TAQUERIA LA COSTENA,1801 S MUSKEGO AV,8,11/28/2018,Temporarily Closed
TAQUERIA LA COSTENA #0608,1801 S MUSKEGO AV,8,11/28/2018,MT
TAQUERIA LA COSTENA #0608,1801 S MUSKEGO AV,8,9/26/2018,MP
TAQUERIA LA GUELAGUETZA (ID #0673),2079 S 13TH ST,12,6/15/2020,MA
TAQUERIA LA GUELAGUETZA ID #0681,2079 S 13TH ST,12,8/5/2019,MA
TAQUERIA LA SALSA,1105 W LINCOLN AV,12,2/28/2018,A
TAQUERIA LA VECINDAD (ID #0786),621 S 4TH ST,12,8/27/2019,MA
TAQUERIA LOZ TUXTLA #0229,1428 W LINCOLN AV,12,6/28/2019,MA
TAQUERIA MILAGROS #0206,551 W HISTORIC MITCHELL ST,,8/31/2020,MT
TARANTINO'S PIZZA,2577 S 68TH ST,11,12/2/2019,A
TARGET STORE T-0223,2950 S CHASE AV,14,3/6/2019,A
TARGET STORE T-0223-STARBUCKS,2950 S CHASE AV,14,3/6/2019,A
TASTE BUDZZ (ID# 0017),7276 N TEUTONIA AV,1,7/22/2019,MT
TASTE OF CHICAGO,1108 W GREENFIELD AV,12,10/25/2019,A
TASTEE TWIST,2378 N TEUTONIA AV,15,6/17/2020,A
TAVERN AT TURNER HALL,1034 N VEL R PHILLIPS AV,,12/19/2019,A
TAVO'S MEXICAN RESTAURANT,5814 W BLUE MOUND RD,,7/7/2020,A
TC-1 AJ BOMBERS DOOR #5706,201 S 46TH ST,,5/22/2019,A
TC-7 TACO DOOR #5204,201 S 46TH ST,,7/26/2018,A
TENLEY AUTO CENTER,9208 W CAPITOL DR,5,9/25/2019,A
TENUTA'S ITALIAN RESTAURANT,2995 S CLEMENT AV,14,1/7/2020,A
TENUTAS TO GO,3902 S WHITNALL AV,,7/21/2020,A
TERRILYNN'S EXPRESS,10742 W HAMPTON AV,5,10/18/2019,A
TERRILYNN'S EXPRESS,10742 W HAMPTON AV,5,10/18/2019,A
TESS,2499 N BARTLETT AV,3,8/29/2019,A
TEUTONIA GAS & FOOD,4295 N TEUTONIA AV,1,3/11/2020,A
TEUTONIA GREENTREE PETRO MART,6811 N TEUTONIA AV,1,2/26/2020,A
TEXAS FOOD,1204 W NATIONAL AV,12,1/15/2020,A
TEXAS FOOD,1204 W NATIONAL AV,12,3/19/2019,A
TEXAS J'S,813 S 1ST ST,12,11/7/2019,A
THAI A KITCHEN,2851 N OAKLAND AV,3,2/10/2020,A
THAI BANGKOK,9112 W BROWN DEER RD,9,7/23/2019,A
THAI BANGKOK EXPRESS,9201 W CAPITOL DR,5,11/18/2019,A
THAI BAR-B-QUE,3417 W NATIONAL AV,8,11/7/2019,A
THAI LOTUS,1000 E LOCUST ST,3,6/28/2018,A
THAI-NAMITE RESTAURANT,932 E BRADY ST,3,3/2/2020,B
THAI-NAMITE THAI BISTRO AND SUSHI BAR,400 N WATER ST,4,2/19/2020,A
THAT CORNBEEF PLACE,1614 W WALNUT ST,15,8/12/2020,A
THAT CORNBEEF PLACE #0023,1614 W WALNUT ST,15,8/22/2019,MA
THAT CORNBEEF PLACE #0159,1614 W WALNUT ST,15,12/21/2018,MT
THAT CORNBEEF PLACE (#0021),1614 W WALNUT ST,15,8/27/2019,MA
THE ANGRY TACO,735 N WATER ST,4,7/2/2019,A
THE BACKYARD,2155 S KINNICKINNIC AV,14,10/22/2019,A
THE BEERLINE CAFE,2238 N FARWELL AV,3,7/1/2019,A
THE BLUE STAR CAFE,1619 N FARWELL AV,3,5/7/2019,A
THE BOTTLE MILWAUKEE,1753 S KINNICKINNIC AV,12,6/25/2019,A
THE BOX,311 E WISCONSIN AVE,4,7/16/2019,A
THE BREW CAFES THE DAILY GRIND,1801 W WISCONSIN AV,4,2/18/2020,A
THE BREWHOUSE INN & SUITES,1215 N 10TH ST,4,9/25/2019,A
THE BREWHOUSE INN & SUITES,1215 N 10TH ST,4,9/25/2019,A
THE BROKEN YOLK CAMPUSTOWN,1617 W WELLS ST,4,8/4/2020,A
THE BROWN BOTTLE,221 W GALENA ST,6,5/14/2018,A
THE BROWNSTONE,524 N WATER ST,4,11/15/2019,A
THE BUFFET- POTAWATOMI BINGO CASINO/POTAWATOMI HOTEL,1611 W CANAL ST,8,7/16/2019,A
THE CAFE AT THE MILWAUKEE ART MUSEUM,700 N ART MUSEUM DR,4,7/25/2019,A
THE CAPITAL GRILLE OF MILWAUKEE #8027,310 W WISCONSIN AV,4,10/2/2018,A
THE CHEF'S TABLE,500 S 3RD ST,,10/9/2019,A
THE COFFEE BEAN,624 N WATER ST,4,11/13/2019,A
THE COOP FOOD TRUCK,10001 W BLUE MOUND RD,10,6/20/2019,A
THE CORN KING,2904 W VILLARD AV,,12/2/2019,T
THE CORNER PUB,7602 W LISBON AV,5,7/27/2020,A
THE DIPLOMAT,815 E BRADY ST,3,10/9/2019,A
THE DOGG HAUS,790 N JEFFERSON ST,4,2/20/2018,A
THE DOGG HAUS,1633 W WELLS ST,4,11/20/2019,A
THE DOGG HAUS & TACO BAR,782 N JEFFERSON ST,4,2/13/2020,A
THE DOGG HAUS-BRADY,1433 E BRADY ST,3,3/13/2020,A
THE DOGG HAUS-WATER,755 N WATER ST,4,5/23/2019,A
THE DRIVE-THRU,1801 E NORTH AV,3,9/19/2019,A
THE FARMHOUSE PAINT AND WINE STUDIO,4507 S 6TH ST,13,10/9/2019,A
THE FOCUSED FORK,311 E WISCONSIN AV,4,4/30/2019,A
THE FRIENDSHIP CIRCLE INC,3109 N LAKE DR,3,12/11/2019,A
THE GARDEN/LUCID,729 N MILWAUKEE ST,4,10/31/2019,A
THE GASTHAUS (UNION BLDG CAFETERIA)- RESTAURANT OPERATIONS,2200 E KENWOOD BL,3,2/5/2020,A
THE GREEN KITCHEN - SPACE T-18,400 N WATER ST,4,4/23/2019,A
THE GRIND (UNION BLDG. FOOD COURT)- RESTAURANT OPERATIONS,2200 E KENWOOD BL,3,2/5/2020,A
THE GYROS STAND,1110 E OKLAHOMA AV,14,5/21/2019,A
THE HALAL GUYS,3133 N OAKLAND AVE,3,8/16/2018,A
THE HALAL GUYS,3133 N OAKLAND AV,3,7/23/2019,A
THE HARBOR ROOM,117 E GREENFIELD AV,12,10/3/2019,A
THE HARP IRISH PUB,113 E JUNEAU AVE,4,12/16/2019,A
THE HIDEAWAY TAVERN,9000 W KAUL AV,2,4/24/2019,A
THE HIGH NOTE KARAOKE LOUNGE,645 N JAMES LOVELL ST,,6/25/2020,A
THE HOUSE OF CORNED BEEF,5201 W SILVER SPRING DR,1,10/22/2019,A
THE HOUSE OF CORNED BEEF,5201 W SILVER SPRING DR,1,10/22/2019,A
THE HUDSON BUSINESS LOUNGE,310 E BUFFALO ST,4,1/24/2020,A
THE IRON HORSE HOTEL/ THE YARD,500 W FLORIDA ST,12,4/11/2019,A
THE KING AND I RESTAURANT,830 N OLD WORLD THIRD ST,4,1/2/2020,A
THE KING CRAB SHACK,1330 E BRADY ST,3,8/24/2020,A
THE KING CRAB SHACK,3881 S 27TH ST,13,12/13/2019,P
THE KNICK,1030 E JUNEAU AV,4,4/26/2019,A
THE LOADED SLATE MKE,1137 N OLD WORLD THIRD ST,4,12/9/2019,A
THE MILWAUKEE CLUB,706 N JEFFERSON ST,4,3/15/2019,A
THE NATIONAL #3487,839 W NATIONAL AV,12,5/16/2019,A
THE NEWPORT LOUNGE,939 E CONWAY ST,14,10/23/2019,A
THE NEXT LEVEL VEGANS,3536 W FOND DU LAC AV,,12/4/2019,P
THE NEXT LEVEL VEGANS,807 W ATKINSON AV,6,7/10/2019,A
THE NOBLE,704 S 2ND ST,12,11/4/2019,A
THE NOBLE,704 S 2ND ST,12,11/4/2019,P
THE NOODLES CAFE,8103 W TOWER AV,9,5/21/2018,A
THE OLIVE GARDEN ITALIAN RESTAURANT #1443,8531 W BROWN DEER RD,9,8/22/2019,A
THE ORIGINAL,2498 N BARTLETT AV,3,9/16/2019,A
THE ORIGINAL PANCAKE HOUSE,2621 N DOWNER AV,3,8/13/2019,A
THE ORIGINAL SUBURPIA,110 W LAYTON AV,13,7/15/2020,A
THE PABST BREWERY,1037 W JUNEAU AV,4,6/26/2020,A
THE PACKING HOUSE,900 W LAYTON AV,13,6/24/2020,A
THE PASTA TREE RESTAURANT & WINE BAR,1503 N FARWELL AV,3,6/12/2019,A
THE PERFECT PIZZA DBA NED'S PIZZA,1817 W NATIONAL AV,12,8/26/2019,A
THE PLAZA SHOPPE,111 E WISCONSIN AV,4,4/9/2019,A
THE PUB CLUB,1103 N OLD WORLD THIRD ST,4,12/26/2019,T
THE RED ZONE-MILWAUKEE,6247 S HOWELL AV,13,7/9/2019,A
THE RIVERWEST FILLING STATION,701 E KEEFE AV,3,7/24/2019,A
THE SAFE HOUSE,779 N FRONT ST,4,6/10/2019,A
THE SHINDIG,1617 W NORTH AV,15,1/21/2020,Temporarily Closed
THE SOUP & STOCK MARKET,400 N WATER ST,4,2/19/2020,A
THE SOUP HOUSE,324 E MICHIGAN ST,4,5/28/2019,A
THE SOUP MARKET,2211 S KINNICKINNIC AV,14,8/14/2019,A
THE SOUP MARKET,111 E KILBOURN AV #1,,9/4/2019,P
THE SOUP MARKET,5330 W VLIET ST,10,1/17/2020,A
THE SOUP OTZIES,3950 S HOWELL AV,13,4/4/2019,A
THE TANDEM,1848 W FOND DU LAC AV,15,2/18/2020,A
THE TANDEM,1848 W FOND DU LAC AV,15,2/18/2020,P
THE TERMINAL,5917 S HOWELL AV,13,9/11/2019,A
THE THIRSTY FOX,7586 N TEUTONIA AV,1,7/25/2019,A
THE TIMES CINEMA,5906 W VLIET ST,10,4/18/2019,A
THE TOOL BOX,1500 W SCOTT ST,12,9/20/2019,A
THE TORCH (EMPLOYEE DINING ROOM)- POTAWATOMI BINGO CASINO/POTAWATOMI HOTEL,1611 W CANAL ST,8,8/29/2019,A
THE TRACKS,1020 E LOCUST ST,3,6/11/2019,A
THE WESTIN  MILWAUKEE- STELLA,550 N VAN BUREN ST,4,7/8/2019,A
THE WESTIN  MILWAUKEE- STELLA,550 N VAN BUREN ST,4,7/8/2019,A
THE WICKED HOP,343 N RIVERWALK WA,4,8/14/2019,A
THE WOODEN BARREL,3939 W HIGHLAND BL,15,2/19/2020,A
THIEF WINE SHOP & BAR,400 N WATER ST,4,2/19/2020,A
THIRD COAST PROVISIONS,724 N MILWAUKEE ST,4,6/10/2019,A
THIRD STREET TAVERN,1110 N OLD WORLD THIRD ST,,8/13/2020,A
THIRD STREET TAVERN,1110 N OLD WORLD THIRD ST,,8/13/2020,A
THREE BROTHERS PLUS,4326 W BURLEIGH ST,7,9/30/2019,T
THREE BROTHERS RESTAURANT,2414 S ST CLAIR ST,14,6/5/2019,A
TIED HOUSE,124 N WATER ST,4,7/31/2019,A
TIER ONE GAMING LOUNGE,4350 S 27TH ST,13,2/5/2020,A
TIGER MART,1901 S 35TH ST,8,3/2/2020,A
TIME FOOD MART,1835 S 25TH ST,8,1/14/2020,A
TINA'S MARKET,1518 N FRANKLIN PL,3,5/16/2019,A
TIP TOP FOODS,1901 W ATKINSON AV,6,7/24/2019,P
TIP TOP FOODS,1901 W ATKINSON AV,6,7/24/2019,A
TK'S SMOK N SMOKE HOUSE #0954,7330 N 76TH ST,,9/1/2020,MT
TMS MINI MART,902 W NATIONAL AV,12,1/7/2020,A
TOAST,231 S 2ND ST,12,12/5/2019,A
TOBRUK FOODS,4401 W LISBON AV,15,3/6/2019,A
TODO POSTRES Y PANADERIA,1567 W OKLAHOMA AV,13,2/28/2020,A
TOMATO DESTINATION,275 W WISCONSIN AVE,4,9/27/2018,A
TONI'S MOODY BLUES,2813 S HOWELL AV,14,12/18/2019,A
TONY'S (25955),3506 W VILLARD AV,1,5/16/2019,B
TONY'S (3150),3510 W VILLARD AV,1,5/16/2019,A
TONY'S ON VILLARD,3510 W VILLARD AV,,7/31/2020,B
TONY'S PIZZERIA,604 W HISTORIC MITCHELL ST,,6/17/2020,A
TOPPERS PIZZA,2262 S KINNICKINNIC AV,14,7/3/2019,P
TOPPERS PIZZA (21771),1903 E KENILWORTH PL,3,9/8/2020,A
TORY HILL CAFE,1215 W MICHIGAN ST,4,2/27/2020,A
TOSA PHARMACY,9235 W CAPITOL DR,5,7/24/2020,A
TOWER CHICKEN FARM,4111 N 6TH ST,6,11/25/2019,P
TRALEE IRISH IMPORTS,5423 W VLIET ST,10,2/7/2020,A
TRANSFER PIZZERIA CAFE,101 W MITCHELL ST,12,9/23/2019,A
TREATS BY BERNADETTE,7934 W BURLEIGH ST,5,8/29/2019,A
TRIBECCA GALLERY CAFE,1318 S 1ST ST,12,6/5/2018,A
TRICICLO PERU,3801 W VLIET ST,,8/19/2020,A
TRICKLEBEE CAFE,4424 W NORTH AV,15,1/22/2020,A
TRINITY THREE IRISH PUBS,125 E JUNEAU AV,4,12/16/2019,A
TRIO/EVOLUTION MKE,1023 N OLD WORLD THIRD ST,4,1/14/2019,A
TRIPLE OT PSPORTS BAR LLC,1806 N MARTIN L KING JR DR,6,9/10/2019,A
TRIPOLI TEMPLE,3000 W WISCONSIN AV,4,12/6/2018,A
TRISKELE'S,1801 S 3RD ST,12,10/17/2019,A
TRUTH LOUNGE,1111 N OLD WORLD THIRD ST,4,8/21/2020,A
TSUNAMI,2222 S 13TH ST,12,10/31/2019,A
TU CASA MEXICAN RESTAURANT,3710 W LINCOLN AV,8,3/2/2020,A
TUSK,5513 W NORTH AVE,10,11/20/2019,A
TWISTED FISHERMAN CRAB SHACK,1200 W CANAL ST,12,10/1/2019,A
U S PETRO,2931 W LINCOLN AV,8,3/21/2019,A
UGLY'S PUB & GRILL,1125 N OLD WORLD THIRD ST,4,11/7/2018,A
UIHLEIN SOCCER PARK (INDOOR CONCESSIONS),7101 W GOOD HOPE RD,9,6/13/2019,A
ULTRA FOOD MART,1701 W GALENA ST,15,1/6/2020,A
UNCLE BUCKS ON 3RD,1125 N OLD WORLD THIRD ST,,8/11/2020,A
UNCLE WOLFIE'S BREAKFAST TAVERN,234 E VINE ST,6,7/30/2019,A
UNION STATION (UNION BLDG. CAFETERIA- RESTAURANT OPERATIONS,2200 E KENWOOD BL,3,2/5/2020,A
UNIVERSITY CLUB OF MILWAUKEE,924 E WELLS ST,4,3/5/2019,A
UP AND UNDER PUB,1216 E BRADY ST,3,9/5/2019,A
UP-DOWN MKE,615 E BRADY ST,3,8/24/2020,A
UPPA YARD,4925 W FOND DU LAC AV,7,8/28/2019,A
UPPER CRUST PIZZA,249 E HAMPTON AV,6,2/3/2020,A
UPSCALE BLEUZ CAFE,3710 W BURLEIGH ST,7,10/12/2018,Temporarily Closed
UPTOWNER,1032 E CENTER ST,3,6/5/2019,A
URBAN BEETS CAFE & JUICERY,1401 N MARTIN L KING JR DR,,7/23/2019,A
URBAN ECOLOGY CENTER,1500 E PARK PL,3,3/25/2019,A
US GAS & FOOD MART,408 E NORTH AV,6,2/12/2020,A
US GAS (20436),4427 N GREEN BAY AV,1,6/11/2019,A
USINGER'S,1030 N OLD WORLD THIRD ST,4,3/4/2020,A
USINGERS CONCOURSE D,5300 S HOWELL AV,13,8/30/2019,A
V&Y PURE WATER,6300 N 76TH ST,2,1/22/2020,A
VAGABOND,1122 N EDISON ST,4,7/29/2020,A
VALENTINE'S COFFEE-CONCESSIONS MALL,5300 S HOWELL AV,13,5/21/2018,A
VALENTINE'S COFFEE-CONCOURSE C,5300 S HOWELL AV,13,5/30/2019,A
VALENTINE'S COFFEE-CONCOURSE D,5300 S HOWELL AV,13,6/19/2019,A
VALLEY INN,4000 W CLYBOURN ST,10,1/14/2020,A
VALUE FOOD AND LIQUOR,3160 N 27TH ST,7,1/7/2020,A
VANGUARD,2659 S KINNICKINNIC AV,14,9/24/2019,A
VELOBAHN COFFEE & CYCLE,3618 W PIERCE ST,8,6/26/2019,A
VENTURA TACOS #0922,112 E DAKOTA ST,14,10/29/2019,MA
VICKY QUICK MART,2426 N FARWELL AV,3,7/22/2019,A
VICTOR'S,1230 N VAN BUREN ST,4,2/25/2020,A
VIENNA MINI MART,3801 N 39TH ST,7,10/17/2019,A
VIENTIANE NOODLE SHOP,3422 W NATIONAL AV,8,10/15/2019,A
VIET HOA SUPERMARKET,4900 W NORTH AV,15,1/30/2020,A
VIEW MKE,1818 N HUMBOLDT AV,,12/4/2019,P
VILLA'S RESTAURANT,2522 W GREENFIELD AV,8,11/8/2019,A
VILLAGE FOOD MART,6730 W MORGAN AV,11,3/2/2020,A
VILLANA'S PLACE,3000 W LINCOLN AV,8,12/18/2019,A
VILLARD FOOD MART (27917),2908 W VILLARD AV,1,6/5/2019,A
VILLARD FOODS (7220),5123 W VILLARD AV,1,8/14/2020,A
VILLARD PUMP & PANTRY,4105 W VILLARD AV,1,5/31/2019,A
"VILLARD SHARKS, FISH & CHICKEN",5834 W VILLARD AV,,6/26/2019,A
VINCE'S BEER AND LIQUOR,7141 N 43RD ST,9,1/7/2019,A
VINCHI'S PIZZA,3158 S HOWELL AV,14,3/19/2019,A
VINO 100 MILWAUKEE THIRD WARD,102 N WATER ST,4,8/17/2020,A
VINO-VOLO- CONCOURSE C,5300 S HOWELL AV,13,6/19/2019,A
VINTAGE,2203 N PROSPECT AV,3,12/19/2019,A
VIRGINIA STREET CAFETERIA,750 W VIRGINIA ST,12,9/25/2019,A
VISTA,6000 W VILLARD AV,2,4/20/2018,A
VISTA/HOMETOWN,6000 W VILLARD AV,2,4/24/2019,A
VLIET SHELL,1361 S 36TH ST,8,1/16/2020,A
VON TRIER TAVERN,2235 N FARWELL AV,3,10/4/2018,A
VOYAGER WINE & COCKTAIL BAR,422 E LINCOLN AV,,8/15/2019,A
W-PANTRY-41 #82,8210 W CAPITOL DR,5,7/16/2019,A
WA CHEESE & SAUSAFE SHOPPE,400 N WATER ST,4,2/19/2020,A
WAL-MART #2452,401 E CAPITOL DR,6,5/10/2019,A
WAL-MART #2452,401 E CAPITOL DR,6,5/10/2019,A
WAL-MART #2828,3355 S 27TH ST,11,11/19/2019,A
WAL-MART #2936,10330 W SILVER SPRING DR,,8/20/2019,A
WALGREENS #00295,4808 N HOPKINS ST,1,1/21/2020,A
WALGREENS #00649,3701 S HOWELL AV,13,7/17/2020,A
WALGREENS #00665,1600 W WISCONSIN AV,4,1/15/2020,A
WALGREENS #01652,3109 S KINNICKINNIC AV,14,2/26/2020,A
WALGREENS #01685,1400 E BRADY ST,3,8/26/2019,A
WALGREENS #02182,370 E CAPITOL DR,6,1/22/2020,A
WALGREENS #02925,5115 W CAPITOL DR,7,1/16/2020,A
WALGREENS #03394,9205 W BELOIT RD,11,3/22/2019,A
WALGREENS #03813,3522 W WISCONSIN AV,10,1/30/2020,A
WALGREENS #04254,5201 N 91ST ST,5,4/2/2019,A
WALGREENS #04350,3233 S 27TH ST,11,1/28/2020,A
WALGREENS #04471,9040 W GOOD HOPE RD,9,3/4/2020,A
WALGREENS #04537,7600 W CAPITOL DR,5,1/16/2019,A
WALGREENS #07370,6442 N 76TH ST,9,1/27/2020,A
WALGREENS #07661,2410 W FOREST HOME AV,8,1/31/2020,A
WALGREENS #07809,2625 W NATIONAL AV,8,7/12/2019,A
WALGREENS #10873,2950 N OAKLAND AV,3,7/22/2019,A
WALGREENS #11237,1433 W BURNHAM ST,12,1/8/2020,A
WALGREENS #1200,275 W WISCONSIN AV,4,1/14/2020,A
WALGREENS #1200,275 W WISCONSIN AV,4,1/14/2020,A
WALGREENS #12783,2826 N MARTIN L KING JR DR,6,6/30/2020,A
WALGREENS #2296,2727 W NORTH AV,15,10/7/2019,A
WALGREENS #2911,6292 S 27TH ST,13,1/15/2020,A
WALGREENS #3109,7171 N TEUTONIA AV,1,5/31/2019,A
WALGREENS #3509,620 W OKLAHOMA AV,14,12/6/2019,A
WALGREENS #3509,620 W OKLAHOMA AV,14,12/6/2019,P
WALGREENS #4720,2222 W CAPITOL DR,1,1/22/2020,A
WALGREENS #4984,6707 W HAMPTON AV,2,6/18/2020,A
WALGREENS #5601,4730 S 27TH ST,13,1/29/2020,A
WALGREENS #6020,6030 W OKLAHOMA AV,11,5/24/2018,A
WALKERS PINT,818 S 2ND ST,12,11/14/2019,A
WALKERS POINT PLAZA,605 S 1ST ST,12,2/26/2020,A
WALLY'S PUB,5525 W LISBON AV,10,9/8/2020,A
WALMART #5697,7025 W MAIN ST,10,2/26/2020,A
WALMART #5697,7025 W MAIN ST,10,2/26/2020,A
WALTER'S GROCERY,3821 W LOCUST ST,,1/22/2020,A
WALTER;S GROCERY,4532 W BURLEIGH ST,7,12/21/2018,A
WARD'S HOUSE OF PRIME,540 E MASON ST,4,2/19/2018,A
WARD'S HOUSE OF PRIME,540 E MASON ST,4,1/30/2020,A
WARREN'S LOUNGE,2534 W HOPKINS ST,7,8/22/2019,B
WATER STREET BREWERY,1101 N WATER ST,4,12/12/2019,A
WAZ'S PUB,4532 W BURLEIGH ST,7,2/18/2020,A
WELCOME MART,350 N PLANKINTON AV,4,1/15/2020,A
WELCOME MART,350 N PLANKINTON AV,4,6/11/2019,Temporarily Closed
WELLS CAFE AND VAPE,2043 W WELLS ST,4,5/21/2019,A
WELLS FOOD,2131 W WELLS ST,4,12/12/2019,A
WENDY'S #13,914 N 27TH ST,4,6/17/2020,A
WENDY'S #43,580 W LAYTON AV,13,7/21/2020,A
WENDY'S #43,580 W LAYTON AV,13,7/21/2020,A
WENDY'S RESTAURANT #1,3050 S CHASE AV,14,5/29/2019,A
